National code	Exchange id	Exchange code	Exchange name	Symbol	realtime symbol	Korea name	English name	"Security type(1:Index,2:Stock,3:ETP(ETF),4:Warrant)"	currency	float position	data type	base price	Bid order size	Ask order size	market start time(HHMM)	market end time(HHMM)	DR 여부(Y/N)	DR 국가코드	업종분류코드	"지수구성종목 존재 여부(0:구성종목없음,1:구성종목있음)"	Tick size Type	"구분코드(001:ETF,002:ETN,003:ETC,004:Others,005:VIX Underlying ETF,006:VIX Underlying ETN)"	Tick size type 상세
US	21	NYS	뉴욕	AA	NYSAA	알코아	ALCOA CORPORATION	2	USD	4		34.92	1	1	930	1600	N		130	0	0	   	   
US	21	NYS	뉴욕	AACT	NYSAACT	아레스 애퀴지션 2	ARES ACQUISITION CORPORATION II	2	USD	4		10.815	1	1	930	1600	N		0	0	0	   	   
US	21	NYS	뉴욕	AACT/UN	NYSAACT/UN	아레스 애퀴지션 2 유닛	ARES ACQUISITION CORPORATION II UNIT 1 CL A & 1/2 WT	2	USD	4		10.9	1	1	930	1600	N		0	0	0	   	   
US	21	NYS	뉴욕	AAM	NYSAAM	AA 미션 애퀴지션	AA MISSION ACQUISITION CORP.	2	USD	4		9.98	1	1	930	1600	N		0	0	0	   	   
US	21	NYS	뉴욕	AAM/UN	NYSAAM/UN	AA 미션 애퀴지션 유닛	AA MISSION ACQUISITION CORP. UNITS(1 ORD A & 1/2 WT)	2	USD	4		10.01	1	1	930	1600	N		0	0	0	   	   
US	21	NYS	뉴욕	AAN	NYSAAN	더 아론스 컴퍼니	THE AARONS COMPANY INC	2	USD	4		10.04	1	1	930	1600	N		380	0	1	   	   
US	21	NYS	뉴욕	AAP	NYSAAP	어드밴스 오토 파츠	ADVANCE AUTO PARTS INC	2	USD	4		42.43	1	1	930	1600	N		380	0	0	   	   
US	21	NYS	뉴욕	AAT	NYSAAT	아메리칸 에세츠 트러스트	AMERICAN ASSETS TRUST INC	2	USD	4		27.37	1	1	930	1600	N		630	0	0	   	   
US	21	NYS	뉴욕	AB	NYSAB	얼라이언스번스틴 홀딩	ALLIANCEBERNSTEIN HOLDING LP	2	USD	4		35.15	1	1	930	1600	N		640	0	1	   	   
US	21	NYS	뉴욕	ABBV	NYSABBV	애브비	ABBVIE INC	2	USD	4		193.62	1	1	930	1600	N		530	0	0	   	   
US	21	NYS	뉴욕	ABCB	NYSABCB	아메리스 뱅코프	AMERIS BANCORP	2	USD	4		65.14	1	1	930	1600	N		0	0	0	   	   
US	21	NYS	뉴욕	ABEV	NYSABEV	암베브(ADR)	AMBEV SA SPON ADR EACH REP 1 ORD SHS	2	USD	4		2.39	1	1	930	1600	N		410	0	0	   	   
US	21	NYS	뉴욕	ABG	NYSABG	애즈버리 오토모티브 그룹	ASBURY AUTOMOTIVE GROUP INC	2	USD	4		227.34	1	1	930	1600	N		380	0	1	   	   
US	21	NYS	뉴욕	ABM	NYSABM	ABM 인더스트리스	ABM INDUSTRIES INC	2	USD	4		51.83	1	1	930	1600	N		260	0	1	   	   
US	21	NYS	뉴욕	ABR	NYSABR	아버 리얼티 트러스트	ARBOR REALTY TRUST INC	2	USD	4		15.16	1	1	930	1600	N		630	0	0	   	   
US	21	NYS	뉴욕	ABR/D	NYSABR/D	아버 리얼티 트러스트 우선주 D(6.375% 누적 상환)	ARBOR REALTY TRUST INC 6.375% SERIES D CUMULATIVE RED PFD ST	2	USD	4		19.48	1	1	930	1600	N		0	0	0	   	   
US	21	NYS	뉴욕	ABR/E	NYSABR/E	아버 리얼티 트러스트 우선주 E(상환)	ARBOR REALTY TRUST INC SER E CUM RED PFD SHS	2	USD	4		19.4501	1	1	930	1600	N		0	0	0	   	   
US	21	NYS	뉴욕	ABR/F	NYSABR/F	아버 리얼티 트러스트 우선주 F(6.250% 누적)	ARBOR REALTY TRUST INC 6.25% SER F FXD/FLTG RATE CUMULATIVE	2	USD	4		19.56	1	1	930	1600	N		0	0	0	   	   
US	21	NYS	뉴욕	ABT	NYSABT	애보트 래브러토리스	ABBOTT LABORATORIES	2	USD	4		114.15	1	1	930	1600	N		510	0	0	   	   
US	21	NYS	뉴욕	AC	NYSAC	어소시에이티드 캐피털 그룹	ASSOCIATED CAP GROUP INC	2	USD	4		33.65	1	1	930	1600	N		640	0	1	   	   
US	21	NYS	뉴욕	ACA	NYSACA	아코사	ARCOSA INC	2	USD	4		95.27	1	1	930	1600	N		220	0	0	   	   
US	21	NYS	뉴욕	ACCO	NYSACCO	애코 브랜즈	ACCO BRANDS CORPORATION	2	USD	4		5.46	1	1	930	1600	N		260	0	1	   	   
US	21	NYS	뉴욕	ACEL	NYSACEL	악셀 엔터테인먼트	ACCEL ENTERTAINMENT INC	2	USD	4		12.09	1	1	930	1600	N		0	0	0	   	   
US	21	NYS	뉴욕	ACHR	NYSACHR	아처 에비에이션	ARCHER AVIATION INC	2	USD	4		3.05	1	1	930	1600	N		0	0	0	   	   
US	21	NYS	뉴욕	ACI	NYSACI	앨버트슨 컴퍼니스	ALBERTSONS COMPANIES INC	2	USD	4		18.56	1	1	930	1600	N		0	0	0	   	   
US	21	NYS	뉴욕	ACM	NYSACM	애이콤 테크놀로지	AECOM	2	USD	4		101.24	1	1	930	1600	N		220	0	0	   	   
US	21	NYS	뉴욕	ACN	NYSACN	액센추어	ACCENTURE PLC	2	USD	4		335.24	1	1	930	1600	N		720	0	0	   	   
US	21	NYS	뉴욕	ACP	NYSACP	ABERDEEN INCOME CREDIT STRATEGIES FUND	ABRDN INCOME CREDIT STRATEGIES FUND	3	USD	4		6.46	1	1	930	1600	N		0	0	0	004	   
US	21	NYS	뉴욕	ACP/A	NYSACP/A	ABERDEEN INCOME CREDIT STRATEGIES FUND PREFERRED A(5.250%)	ABRDN INCOME CREDIT STRATEGIES FUND 5.250% CUM PERPETUAL PFD	2	USD	4		23.9819	1	1	930	1600	N		0	0	0	   	   
US	21	NYS	뉴욕	ACR	NYSACR	에이커스 커머셜 리얼티	ACRES COMMERCIAL REALTY CORP	2	USD	4		15.45	1	1	930	1600	N		0	0	0	   	   
US	21	NYS	뉴욕	ACR/C	NYSACR/C	에이커스 커머셜 리얼티 우선주 C(8.625% 누적 상환)	ACRES COMMERCIAL REALTY CORP 8.625% CUM RED FXD TO FLOATING	2	USD	4		25.25	1	1	930	1600	N		0	0	0	   	   
US	21	NYS	뉴욕	ACR/D	NYSACR/D	에이커스 커머셜 리얼티 우선주 D(7.875% 누적 상환)	ACRES COMMERCIAL REALTY CORP 7.875% CUM RED PREF SER D	2	USD	4		23.4	1	1	930	1600	N		0	0	0	   	   
US	21	NYS	뉴욕	ACRE	NYSACRE	아레스 커머셜 리얼 에스테이트	ARES COMMERCIAL REAL ESTATE	2	USD	4		7.81	1	1	930	1600	N		630	0	0	   	   
US	21	NYS	뉴욕	ACV	NYSACV	VIRTUS DIVERSIFIED INCOME & CONVERTIBLE FUND	VIRTUS DIVERSIFIED INCOME & CONVERT	3	USD	4		21.47	1	1	930	1600	N		0	0	0	004	   
US	21	NYS	뉴욕	ADC	NYSADC	어그리 리얼티	AGREE REALTY CORP	2	USD	4		74.13	1	1	930	1600	N		630	0	0	   	   
US	21	NYS	뉴욕	ADC/A	NYSADC/A	어그리 리얼티 우선주 A(4.250% 누적)	AGREE REALTY CORP DEP SHS EA REP 1/1000 CUM PFD STK SR A	2	USD	4		20.3715	1	1	930	1600	N		0	0	0	   	   
US	21	NYS	뉴욕	ADCT	NYSADCT	ADC 테라퓨틱스	ADC THERAPEUTICS SA	2	USD	4		3.21	1	1	930	1600	N		0	0	0	   	   
US	21	NYS	뉴욕	ADM	NYSADM	아처 대니얼스 미들랜드	ARCHER-DANIELS-MIDLAND CO	2	USD	4		62.45	1	1	930	1600	N		410	0	0	   	   
US	21	NYS	뉴욕	ADNT	NYSADNT	애디언트	ADIENT PLC	2	USD	4		22.59	1	1	930	1600	N		320	0	0	   	   
US	21	NYS	뉴욕	ADT	NYSADT	ADT	ADT INC	2	USD	4		7.37	1	1	930	1600	N		260	0	0	   	   
US	21	NYS	뉴욕	ADX	NYSADX	ADAMS DIVERSIFIED EQUITY FUND	ADAMS DIVERSIFIED EQUITY FUND INC	3	USD	4		21.51	1	1	930	1600	N		0	0	0	004	   
US	21	NYS	뉴욕	AEE	NYSAEE	애머런	AMEREN CORP	2	USD	4		83.62	1	1	930	1600	N		930	0	0	   	   
US	21	NYS	뉴욕	AEFC	NYSAEFC	아혼 펀딩 후순위채권(2049-12-15 5.100%)	AEGON FUNDING COMPANY LLC 5.1% SUB NOTES DUE 15/12/2049 USD2	2	USD	4		22.83	1	1	930	1600	N		0	0	0	   	   
US	21	NYS	뉴욕	AEG	NYSAEG	아혼(ADR)	AEGON LIMITED AMER REGD CERT(1 SH EUR0.12)	2	USD	4		6.28	1	1	930	1600	N		620	0	0	   	   
US	21	NYS	뉴욕	AEM	NYSAEM	애그니코 이글 마인스	AGNICO EAGLE MINES LTD	2	USD	4		81.83	1	1	930	1600	N		130	0	0	   	   
US	21	NYS	뉴욕	AEO	NYSAEO	아메리칸 이글	AMERICAN EAGLE OUTFITTERS INC	2	USD	4		20.05	1	1	930	1600	N		380	0	0	   	   
US	21	NYS	뉴욕	AER	NYSAER	에어캡 홀딩스	AERCAP HOLDINGS N.V.	2	USD	4		98.28	1	1	930	1600	N		250	0	0	   	   
US	21	NYS	뉴욕	AES	NYSAES	AES	AES CORP	2	USD	4		18.9	1	1	930	1600	N		930	0	0	   	   
US	21	NYS	뉴욕	AESI	NYSAESI	아틀라스 에너지 솔루션스	ATLAS ENERGY SOLUTIONS INC	2	USD	4		22.28	1	1	930	1600	N		0	0	0	   	   
US	21	NYS	뉴욕	AEVA	NYSAEVA	애바 테크놀로지스	AEVA TECHNOLOGIES INC	2	USD	4		3.15	1	1	930	1600	N		0	0	0	   	   
US	21	NYS	뉴욕	AFB	NYSAFB	ALLIANCEBERNSTEIN NATIONAL MUNICIPAL INCOME FUND	ALLIANCEBERNSTEIN NATL MUNI INC FD	3	USD	4		11.68	1	1	930	1600	N		0	0	0	004	   
US	21	NYS	뉴욕	AFG	NYSAFG	아메리칸 파이낸셜 그룹	AMERICAN FINANCIAL GROUP INC OHIO	2	USD	4		136.63	1	1	930	1600	N		620	0	0	   	   
US	21	NYS	뉴욕	AFGB	NYSAFGB	아메리칸 파이낸셜 그룹 후순위채권(2059-03-30 5.875%)	AMERICAN FINANCIAL GROUP INC OHIO 5.875% SUBORD DEB DUE 30/0	2	USD	4		25.17	1	1	930	1600	N		0	0	0	   	   
US	21	NYS	뉴욕	AFGC	NYSAFGC	아메리칸 파이낸셜 그룹 후순위채권(2059-12-15 5.125%)	AMERICAN FINANCIAL GROUP INC OHIO 5.125% SUBORD DEB DUE 15/1	2	USD	4		22.491	1	1	930	1600	N		0	0	0	   	   
US	21	NYS	뉴욕	AFGD	NYSAFGD	아메리칸 파이낸셜 그룹 후순위채권(2060-01-01 5.625%)	AMERICAN FINANCIAL GROUP INC OHIO 5.625% SUBORDINATED DEB DU	2	USD	4		24.51	1	1	930	1600	N		0	0	0	   	   
US	21	NYS	뉴욕	AFGE	NYSAFGE	아메리칸 파이낸셜 그룹 후순위채권(2060-09-15 4.500%)	AMERICAN FINANCIAL GROUP INC OHIO 4.500% SUBORD DEB DUE 15/0	2	USD	4		20.03	1	1	930	1600	N		0	0	0	   	   
US	21	NYS	뉴욕	AFL	NYSAFL	애플랙	AFLAC INC	2	USD	4		107.87	1	1	930	1600	N		620	0	0	   	   
US	21	NYS	뉴욕	AG	NYSAG	퍼스트 머제스틱 실버	FIRST MAJESTIC SILVER CORP	2	USD	4		6.05	1	1	930	1600	N		130	0	0	   	   
US	21	NYS	뉴욕	AGCO	NYSAGCO	애그코	AGCO CORP	2	USD	4		95.83	1	1	930	1600	N		230	0	0	   	   
US	21	NYS	뉴욕	AGD	NYSAGD	ABERDEEN GLOBAL DYNAMIC DIVIDEND FUND	ABRDN GLOBAL DYNAMIC DIVIDEND FUND	3	USD	4		10.35	1	1	930	1600	N		0	0	0	004	   
US	21	NYS	뉴욕	AGI	NYSAGI	알라모스 골드	ALAMOS GOLD INC	2	USD	4		20.3	1	1	930	1600	N		130	0	0	   	   
US	21	NYS	뉴욕	AGL	NYSAGL	애질론 헬스	AGILON HEALTH INC	2	USD	4		3.87	1	1	930	1600	N		0	0	0	   	   
US	21	NYS	뉴욕	AGM	NYSAGM	페더럴 애그리컬처럴 모기지	FEDERAL AGRICULTURAL MORTGAGE CORP	2	USD	4		188.35	1	1	930	1600	N		640	0	1	   	   
US	21	NYS	뉴욕	AGM/A	NYSAGM/A	페더럴 애그리컬처럴 모기지 A	FEDERAL AGRICULTURAL MORTGAGE CORP	2	USD	4		150	1	1	930	1600	N		640	0	1	   	   
US	21	NYS	뉴욕	AGM/D	NYSAGM/D	페더럴 애그리컬처럴 모기지 우선주 D(5.700%)	FEDERAL AGRICULTURAL MORTGAGE CORP 5.7% NON CUMULATIVE PREFE	2	USD	4		24.434	1	1	930	1600	N		0	0	0	   	   
US	21	NYS	뉴욕	AGM/E	NYSAGM/E	페더럴 애그리컬처럴 모기지 우선주 E(5.700%)	FEDERAL AGRICULTURAL MORTGAGE CORP 5.7% NON CUMULATIVE PREFE	2	USD	4		24.205	1	1	930	1600	N		0	0	0	   	   
US	21	NYS	뉴욕	AGM/F	NYSAGM/F	페더럴 애그리컬처럴 모기지 우선주 F(5.250%)	FEDERAL AGRICULTURAL MORTGAGE CORP 5.250% NON CUM PREF STOCK	2	USD	4		22.4999	1	1	930	1600	N		0	0	0	   	   
US	21	NYS	뉴욕	AGM/G	NYSAGM/G	페더럴 애그리컬처럴 모기지 우선주 G(4.875%)	FEDERAL AGRICULTURAL MORTGAGE CORP 4.875% NON CUMULATIVE PRE	2	USD	4		21.4399	1	1	930	1600	N		0	0	0	   	   
US	21	NYS	뉴욕	AGO	NYSAGO	어슈어드 개런티	ASSURED GUARANTY LTD	2	USD	4		81.14	1	1	930	1600	N		620	0	0	   	   
US	21	NYS	뉴욕	AGR	NYSAGR	아반그리드	AVANGRID INC	2	USD	4		35.78	1	1	930	1600	N		910	0	0	   	   
US	21	NYS	뉴욕	AGRO	NYSAGRO	아데코아그로	ADECOAGRO S A	2	USD	4		11.64	1	1	930	1600	N		410	0	1	   	   
US	21	NYS	뉴욕	AGS	NYSAGS	플레이AGS	PLAYAGS INC	2	USD	4		11.3	1	1	930	1600	N		350	0	0	   	   
US	21	NYS	뉴욕	AGX	NYSAGX	아간	ARGAN INC	2	USD	4		95.05	1	1	930	1600	N		220	0	1	   	   
US	21	NYS	뉴욕	AHH	NYSAHH	아마다 호플러 프라퍼티스	ARMADA HOFFLER PPTYS INC	2	USD	4		12.25	1	1	930	1600	N		630	0	0	   	   
US	21	NYS	뉴욕	AHH/A	NYSAHH/A	아마다 호플러 프라퍼티스 우선주 A(6.750% 누적 상환)	ARMADA HOFFLER PPTYS INC 6.75% CUM RED PERP PREF STOCK SERIE	2	USD	4		24.05	1	1	930	1600	N		0	0	0	   	   
US	21	NYS	뉴욕	AHL/C	NYSAHL/C	아스펀 인슈어런스 홀딩스 우선주 C(5.950%)	ASPEN INSURANCE HLDGS 5.95%NON CUM FXD FLTG RTE PERP PFD USD	2	USD	4		26.25	1	1	930	1600	N		620	0	0	   	   
US	21	NYS	뉴욕	AHL/D	NYSAHL/D	아스펀 인슈어런스 홀딩스 우선주 D(5.625%)	ASPEN INSURANCE HLDGS 5.625%NON CUM PERP PFD SHS USD25	2	USD	4		21.935	1	1	930	1600	N		620	0	0	   	   
US	21	NYS	뉴욕	AHL/E	NYSAHL/E	아스펀 인슈어런스 홀딩스 우선주 E(5.625%)	ASPEN INSURANCE HLDGS 5.625 DEP SHS REP 1/1000TH PFD SHS	2	USD	4		21.42	1	1	930	1600	N		0	0	0	   	   
US	21	NYS	뉴욕	AHR	NYSAHR	아메리칸 헬스케어 리츠	AMERICAN HEALTHCARE REIT INC	2	USD	4		25.16	1	1	930	1600	N		0	0	0	   	   
US	21	NYS	뉴욕	AHT	NYSAHT	애시포드 호스피털리티 트러스트	ASHFORD HOSPITALITY TRUST INC	2	USD	4		0.875	1	1	930	1600	N		630	0	0	   	   
US	21	NYS	뉴욕	AHT/D	NYSAHT/D	애시포드 호스피털리티 트러스트 우선주 D(8.450% 누적)	ASHFORD HOSPITALITY TRUST INC 8.45% CUM PRF STK SER D  USD25	2	USD	4		19.1723	1	1	930	1600	N		0	0	0	   	   
US	21	NYS	뉴욕	AHT/F	NYSAHT/F	애시포드 호스피털리티 트러스트 우선주 F(7.375% 누적)	ASHFORD HOSPITALITY TRUST INC 7.375% PFD CUM SER F USD25	2	USD	4		18.01	1	1	930	1600	N		0	0	0	   	   
US	21	NYS	뉴욕	AHT/G	NYSAHT/G	애시포드 호스피털리티 트러스트 우선주 G(누적)	ASHFORD HOSPITALITY TRUST INC CUM PFD SER G	2	USD	4		17.58	1	1	930	1600	N		0	0	0	   	   
US	21	NYS	뉴욕	AHT/H	NYSAHT/H	애시포드 호스피털리티 트러스트 우선주 H(7.500% 누적)	ASHFORD HOSPITALITY TRUST INC 7.50% CUMULATIVE PRFD STK SER	2	USD	4		18.06	1	1	930	1600	N		0	0	0	   	   
US	21	NYS	뉴욕	AHT/I	NYSAHT/I	애시포드 호스피털리티 트러스트 우선주 I(7.500% 누적)	ASHFORD HOSPITALITY TRUST INC 7.5% CUM PREF SHS SERIES I USD	2	USD	4		18.22	1	1	930	1600	N		0	0	0	   	   
US	21	NYS	뉴욕	AI	NYSAI	C3 AI	C3.AI INC	2	USD	4		23.72	1	1	930	1600	N		0	0	0	   	   
US	21	NYS	뉴욕	AIFD	NYSAIFD	TCW ARTIFICIAL INTELLIGENCE ETF	TCW ARTIFICIAL INTELLIGENCE ETF	3	USD	4		26.53	1	1	930	1600	N		0	0	0	001	   
US	21	NYS	뉴욕	AIG	NYSAIG	아메리칸 인터내셔널 그룹	AMERICAN INTERNATIONAL GROUP INC	2	USD	4		73.89	1	1	930	1600	N		620	0	0	   	   
US	21	NYS	뉴욕	AIN	NYSAIN	앨버니 인터내셔널	ALBANY INTERNATIONAL CORP	2	USD	4		88.47	1	1	930	1600	N		230	0	1	   	   
US	21	NYS	뉴욕	AIO	NYSAIO	VIRTUS A.I. & TECHNOLOGY OPPORTUNITIES FUND	VIRTUS ARTIFICIAL INTELLIGENCE & TE	3	USD	4		21.49	1	1	930	1600	N		0	0	0	004	   
US	21	NYS	뉴욕	AIR	NYSAIR	AAR	AAR CORP	2	USD	4		69.55	1	1	930	1600	N		210	0	1	   	   
US	21	NYS	뉴욕	AIT	NYSAIT	어플라이드 인더스트리얼 테크놀로지	APPLIED INDUSTRIAL TECHNOLOGIES INC	2	USD	4		224.05	1	1	930	1600	N		250	0	1	   	   
US	21	NYS	뉴욕	AIU	NYSAIU	메타 데이터	META DATA LIMITED SPON ADS EACH REP 10 ORD CL A (P/S)	2	USD	4		0.61	1	1	930	1600	N		0	0	0	   	   
US	21	NYS	뉴욕	AIV	NYSAIV	어파트먼트 인베스트먼트 앤드 매니지먼트	APARTMENT INVESTMENT & MANAGEMENT	2	USD	4		9.29	1	1	930	1600	N		630	0	0	   	   
US	21	NYS	뉴욕	AIZ	NYSAIZ	어슈런트	ASSURANT INC	2	USD	4		194.02	1	1	930	1600	N		620	0	0	   	   
US	21	NYS	뉴욕	AIZN	NYSAIZN	어슈런트 후순위채권(2061-01-15 5.250%)	ASSURANT INC 5.25% SUB NOTES DUE 15/01/2061	2	USD	4		22.8	1	1	930	1600	N		0	0	0	   	   
US	21	NYS	뉴욕	AJG	NYSAJG	아서 갤러거 앤드 컴퍼니	GALLAGHER(ARTHUR J.)& CO	2	USD	4		282.2	1	1	930	1600	N		620	0	0	   	   
US	21	NYS	뉴욕	AJX	NYSAJX	그레이트 에이잭스	GREAT AJAX CORP	2	USD	4		3.52	1	1	930	1600	N		630	0	0	   	   
US	21	NYS	뉴욕	AKA	NYSAKA	AKA 브랜즈 홀딩	A K A BRANDS HLDG CORP	2	USD	4		25	1	1	930	1600	N		0	0	0	   	   
US	21	NYS	뉴욕	AKO/A	NYSAKO/A	엠보테야도라 안디나 A(ADR)	EMBOTELLADORA ANDINA SA SPON ADR-EACH REPR 6 SER A PRF NPV	2	USD	4		14.8	1	1	930	1600	Y	CL	410	0	0	   	   
US	21	NYS	뉴욕	AKO/B	NYSAKO/B	엠보테야도라 안디나 B(ADR)	EMBOTELLADORA ANDINA SA SPON ADR-EACH REPR 6 SER B PRF NPV	2	USD	4		18.35	1	1	930	1600	N		410	0	0	   	   
US	21	NYS	뉴욕	AKR	NYSAKR	아카디아 리얼티 트러스트	ACADIA REALTY TRUST	2	USD	4		22.68	1	1	930	1600	N		630	0	0	   	   
US	21	NYS	뉴욕	AL	NYSAL	에어 리스	AIR LEASE CORP	2	USD	4		45.89	1	1	930	1600	N		250	0	0	   	   
US	21	NYS	뉴욕	AL/A	NYSAL/A	에어 리스 우선주 A(6.150%)	AIR LEASE CORP 6.150%NON CUM PER PFD FXD FLTG RATE SR A	2	USD	4		25.09	1	1	930	1600	N		0	0	0	   	   
US	21	NYS	뉴욕	ALB	NYSALB	알버말	ALBEMARLE CORP	2	USD	4		89.33	1	1	930	1600	N		110	0	0	   	   
US	21	NYS	뉴욕	ALB/A	NYSALB/A	알버말 우선주 A(7.250%)	ALBEMARLE CORP 7.25% DEP SHS REP 1/20TH SER A	2	USD	4		43.31	1	1	930	1600	N		0	0	0	   	   
US	21	NYS	뉴욕	ALC	NYSALC	알콘	ALCON AG	2	USD	4		98.33	1	1	930	1600	N		0	0	0	   	   
US	21	NYS	뉴욕	ALE	NYSALE	올레트	ALLETE INC	2	USD	4		63.87	1	1	930	1600	N		910	0	1	   	   
US	21	NYS	뉴욕	ALEX	NYSALEX	알렉산더 앤드 볼드윈	ALEXANDER & BALDWIN INC	2	USD	4		19.5875	1	1	930	1600	N		630	0	1	   	   
US	21	NYS	뉴욕	ALG	NYSALG	알라모 그룹	ALAMO GROUP INC	2	USD	4		184.93	1	1	930	1600	N		230	0	1	   	   
US	21	NYS	뉴욕	ALIT	NYSALIT	올라잇	ALIGHT INC	2	USD	4		7.47	1	1	930	1600	N		0	0	0	   	   
US	21	NYS	뉴욕	ALK	NYSALK	알래스카 에어 그룹	ALASKA AIR GROUP INC	2	USD	4		39.56	1	1	930	1600	N		270	0	0	   	   
US	21	NYS	뉴욕	ALL	NYSALL	올스테이트	ALLSTATE CORP	2	USD	4		190.68	1	1	930	1600	N		620	0	0	   	   
US	21	NYS	뉴욕	ALL/B	NYSALL/B	올스테이트 우선주(5.100%)	ALLSTATE CORP 5.1% PREF 15/01/2053	2	USD	4		26.2	1	1	930	1600	N		0	0	0	   	   
US	21	NYS	뉴욕	ALL/H	NYSALL/H	올스테이트 우선주 H(5.100% 상환)	ALLSTATE CORP DEP SHS REP 1/1000 NON CUM PER PRF SER H	2	USD	4		24.8	1	1	930	1600	N		0	0	0	   	   
US	21	NYS	뉴욕	ALL/I	NYSALL/I	올스테이트 우선주 I(4.750% 상환)	ALLSTATE CORP 4.750% DEP SHS REP 1/1000TH PRP PFD SR I	2	USD	4		24.09	1	1	930	1600	N		0	0	0	   	   
US	21	NYS	뉴욕	ALL/J	NYSALL/J	올스테이트 우선주 J	ALLSTATE CORP DEP SHS REPSTG 1/1000TH NON PERP PFD SER	2	USD	4		28.01	1	1	930	1600	N		0	0	0	   	   
US	21	NYS	뉴욕	ALLE	NYSALLE	얼리지언	ALLEGION PLC	2	USD	4		143.27	1	1	930	1600	N		220	0	0	   	   
US	21	NYS	뉴욕	ALLG	NYSALLG	알레고	ALLEGO N V	2	USD	4		1.82	1	1	930	1600	N		0	0	0	   	   
US	21	NYS	뉴욕	ALLY	NYSALLY	앨라이 파이낸셜	ALLY FINANCIAL INC	2	USD	4		34.96	1	1	930	1600	N		640	0	0	   	   
US	21	NYS	뉴욕	ALSN	NYSALSN	앨리슨 트랜스미션 홀딩스	ALLISON TRANSMISSION HOLDINGS INC	2	USD	4		90.99	1	1	930	1600	N		230	0	0	   	   
US	21	NYS	뉴욕	ALTG	NYSALTG	알타 이큅먼트 그룹	ALTA EQUIPMENT GROUP INC	2	USD	4		6.73	1	1	930	1600	N		0	0	0	   	   
US	21	NYS	뉴욕	ALTG/A	NYSALTG/A	알타 이큅먼트 그룹 우선주 A(10.000% 누적)	ALTA EQUIPMENT GROUP INC 10% DEP SH 1/1000TH CUM PFD SER A U	2	USD	4		25.648	1	1	930	1600	N		0	0	0	   	   
US	21	NYS	뉴욕	ALTM	NYSALTM	아케이디엄 리튬	ARCADIUM LITHIUM PLC	2	USD	4		2.5	1	1	930	1600	N		0	0	0	   	   
US	21	NYS	뉴욕	ALUR	NYSALUR	얼루리언 테크놀로지스	ALLURION TECHNOLOGIES INC	2	USD	4		0.63	1	1	930	1600	N		0	0	0	   	   
US	21	NYS	뉴욕	ALV	NYSALV	오토리브	AUTOLIV INC	2	USD	4		96.54	1	1	930	1600	N		320	0	0	   	   
US	21	NYS	뉴욕	ALX	NYSALX	알렉산더스	ALEXANDER S INC	2	USD	4		246.4	1	1	930	1600	N		630	0	0	   	   
US	21	NYS	뉴욕	AM	NYSAM	앤테로 미드스트림	ANTERO MIDSTREAM CORPORATION	2	USD	4		14.58	1	1	930	1600	N		10	0	0	   	   
US	21	NYS	뉴욕	AMBC	NYSAMBC	암박 파이낸셜 그룹	AMBAC FINANCIAL GROUP INC	2	USD	4		11.71	1	1	930	1600	N		0	0	0	   	   
US	21	NYS	뉴욕	AMBP	NYSAMBP	아르다 메탈 패키징	ARDAGH METAL PACKAGING SA	2	USD	4		3.69	1	1	930	1600	N		0	0	0	   	   
US	21	NYS	뉴욕	AMC	NYSAMC	AMC 엔터테인먼트 홀딩스	AMC ENTERTAINMENT HOLDINGS INC	2	USD	4		4.71	1	1	930	1600	N		370	0	1	   	   
US	21	NYS	뉴욕	AMCR	NYSAMCR	앰코	AMCOR PLC	2	USD	4		11.11	1	1	930	1600	N		140	0	0	   	   
US	21	NYS	뉴욕	AME	NYSAME	아메텍	AMETEK INC	2	USD	4		172.25	1	1	930	1600	N		230	0	0	   	   
US	21	NYS	뉴욕	AMG	NYSAMG	어필리에이티드 매니저스 그룹	AFFILIATED MANAGERS GROUP	2	USD	4		179.74	1	1	930	1600	N		640	0	0	   	   
US	21	NYS	뉴욕	AMH	NYSAMH	아메리칸 홈스 포 렌트 A	AMERICAN HOMES 4 RENT	2	USD	4		39.82	1	1	930	1600	N		630	0	0	   	   
US	21	NYS	뉴욕	AMH/G	NYSAMH/G	아메리칸 홈스 포 렌트 우선주 G(5.875% 누적 상환)	AMERICAN HOMES 4 RENT 5.875% CUM RED PERP PREF SHS SER G USD	2	USD	4		24.6998	1	1	930	1600	N		0	0	0	   	   
US	21	NYS	뉴욕	AMH/H	NYSAMH/H	아메리칸 홈스 포 렌트 우선주 H(6.250% 누적 상환)	AMERICAN HOMES 4 RENT 6.25%CUM RED PREP PFD SHS SER H USD25	2	USD	4		25.215	1	1	930	1600	N		0	0	0	   	   
US	21	NYS	뉴욕	AMK	NYSAMK	에셋마크 파이낸셜 홀딩스	ASSETMARK FINANCIAL HOLDINGS INC	2	USD	4		35.24	1	1	930	1600	N		640	0	0	   	   
US	21	NYS	뉴욕	AMN	NYSAMN	AMN 헬스케어 서비시스	AMN HEALTHCARE SERVICES INC	2	USD	4		45.93	1	1	930	1600	N		510	0	1	   	   
US	21	NYS	뉴욕	AMP	NYSAMP	어메리프라이즈 파이낸셜	AMERIPRISE FINANCIAL INC	2	USD	4		463.74	1	1	930	1600	N		640	0	0	   	   
