S	Exchange id	Exchange code	Exchange name	Symbol	realtime symbol	Korea name	English name	"Security type(1:Index,2:Stock,3:ETP(ETF),4:Warrant)"	currency	float position	data type	base price	Bid order size	Ask order size	market start time(HHMM)	market end time(HHMM)	DR 여부(Y/N)	DR 국가코드	업종분류코드	"지수구성종목 존재 여부(0:구성종목없음,1:구성종목있음)"	Tick size Type	"구분코드(001:ETF,002:ETN,003:ETC,004:Others,005:VIX Underlying ETF,006:VIX Underlying ETN)"	Tick size type 상세
US	22	NAS	나스닥	AADI	NASAADI	AADI 바이오사이언스	AADI BIOSCIENCE INC	2	USD	4		1.83	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	AADR	NASAADR	ADVISORSHARES TRUST ADVISORSHARES DORSEY WRIGHT ADR ETF	ADVISORSHARES TRUST ADVISORSHARES DORSEY WRIGHT ADR ETF	3	USD	4		64.25	1	1	930	1600	N		0	0	0	001	   
US	22	NAS	나스닥	AAGR	NASAAGR	아프리칸 애그리컬처 홀딩스	AFRICAN AGRICULTURE HOLDINGS INC	2	USD	4		0.158	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	AAL	NASAAL	아메리칸 에어라인스 그룹	AMERICAN AIRLINES GROUP INC	2	USD	4		11.11	1	1	930	1600	N		270	0	0	   	   
US	22	NAS	나스닥	AAME	NASAAME	애틀랜틱 아메리칸	ATLANTIC AMERICAN CORP	2	USD	4		1.635	1	1	930	1600	N		620	0	1	   	   
US	22	NAS	나스닥	AAOI	NASAAOI	어플라이드 옵토일렉트로닉스	APPLIED OPTOELECTRONICS INC	2	USD	4		14.2	1	1	930	1600	N		740	0	1	   	   
US	22	NAS	나스닥	AAON	NASAAON	에이에이온	AAON INC	2	USD	4		102.45	1	1	930	1600	N		220	0	1	   	   
US	22	NAS	나스닥	AAPB	NASAAPB	GRANITESHARES ETF TRUST 2X LONG AAPL DAILY ETF	GRANITESHARES ETF TRUST 2X LONG AAPL DAILY ETF	3	USD	4		29.05	1	1	930	1600	N		0	0	0	001	   
US	22	NAS	나스닥	AAPD	NASAAPD	DIREXION SHARES ETF TRUST DAILY AAPL BEAR 1X SHS	DIREXION SHARES ETF TRUST DAILY AAPL BEAR 1X SHS	3	USD	4		16.85	1	1	930	1600	N		0	0	0	001	   
US	22	NAS	나스닥	AAPL	NASAAPL	애플	APPLE INC	2	USD	4		228.87	1	1	930	1600	N		730	0	0	   	   
US	22	NAS	나스닥	AAPU	NASAAPU	DIREXION DAILY AAPL BULL 2X SHARES	DIREXION SHARES ETF TRUST DAILY AAPL BULL 2X SHARES	3	USD	4		37.12	1	1	930	1600	N		0	0	0	001	   
US	22	NAS	나스닥	AAXJ	NASAAXJ	ISHARES TRUST MSCI ALL COUNTRY ASIA EX JAPAN ETF	ISHARES TRUST MSCI ALL COUNTRY ASIA EX JAPAN ETF	3	USD	4		73.92	1	1	930	1600	N		0	0	0	001	   
US	22	NAS	나스닥	ABAT	NASABAT	아메리칸 배터리 테크놀로지	AMERICAN BATTERY TECHNOLOGY CO	2	USD	4		1.01	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	ABCL	NASABCL	앱셀레라 바이오로직스	ABCELLERA BIOLOGICS INC	2	USD	4		2.74	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	ABCS	NASABCS	EA SERIES TRUST ALPHA BLUE CAP US SM-MID CAP DYNAMIC ETF	EA SERIES TRUST ALPHA BLUE CAP US SM-MID CAP DYNAMIC ETF	3	USD	4		28.3957	1	1	930	1600	N		0	0	0	001	   
US	22	NAS	나스닥	ABEO	NASABEO	아베오나 테라퓨틱스	ABEONA THERAPEUTICS INC	2	USD	4		5.8	1	1	930	1600	N		530	0	1	   	   
US	22	NAS	나스닥	ABIO	NASABIO	ARCA 바이오파머	ARCA BIOPHARMA INC	2	USD	4		2.4	1	1	930	1600	N		530	0	1	   	   
US	22	NAS	나스닥	ABL	NASABL	애버커스 라이프	ABACUS LIFE INC	2	USD	4		9.89	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	ABLLL	NASABLLL	애버커스 라이프 선순위채권(2028-11-15 9.875%)	ABACUS LIFE INC 9.875% SENIOR NOTES 15/11/2028 USD25	2	USD	4		26.225	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	ABLV	NASABLV	에이블 뷰 글로벌	ABLE VIEW GLOBAL INC	2	USD	4		0.93	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	ABNB	NASABNB	에어비앤비	AIRBNB INC	2	USD	4		128.75	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	ABOS	NASABOS	애커먼 파머슈티컬스	ACUMEN PHARMACEUTICALS INC	2	USD	4		2.58	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	ABSI	NASABSI	압사이	ABSCI CORP	2	USD	4		4.31	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	ABTS	NASABTS	아비츠 그룹	ABITS GROUP INC	2	USD	4		0.5222	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	ABUS	NASABUS	아버터스 바이오파머	ARBUTUS BIOPHARMA CORP	2	USD	4		4.14	1	1	930	1600	N		530	0	1	   	   
US	22	NAS	나스닥	ABVC	NASABVC	ABVC 바이오파머	ABVC BIOPHARMA INC	2	USD	4		0.6612	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	ABVE	NASABVE	어버브 푸드 인그리디언츠	ABOVE FOOD INGREDIENTS INC	2	USD	4		0.58	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	ABVX	NASABVX	아비박스(ADR)	ABIVAX SPON ADS EACH REP 1 ORD SHS	2	USD	4		11.55	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	ACAB	NASACAB	애틀랜틱 코스탈 애퀴지션 2	ATLANTIC COASTAL ACQUISITIO CORP II	2	USD	4		11.32	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	ACABU	NASACABU	애틀랜틱 코스탈 애퀴지션 2 유닛	ATLANTIC COASTAL ACQUISITIO CORP II UNIT 1 CL A & 1/2 RE	2	USD	4		10.99	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	ACAC	NASACAC	아크리 캐피털 애퀴지션	ACRI CAPITAL ACQUISITION CORPORATIO	2	USD	4		11.5	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	ACACU	NASACACU	아크리 캐피털 애퀴지션 유닛	ACRI CAPITAL ACQUISITION CORPORATIO UNIT 1 A & 1/2 RED W	2	USD	4		13.07	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	ACAD	NASACAD	아카디아 파머슈티컬스	ACADIA PHARMACEUTICALS INC	2	USD	4		16.42	1	1	930	1600	N		530	0	0	   	   
US	22	NAS	나스닥	ACB	NASACB	오로라 캐너비스	AURORA CANNABIS INC	2	USD	4		5.77	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	ACCD	NASACCD	애콜레이드	ACCOLADE INC	2	USD	4		4.19	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	ACDC	NASACDC	프로프랙 홀딩	PROFRAC HOLDING CORP	2	USD	4		6.5	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	ACET	NASACET	에이디셋 바이오	ADICET BIO INC	2	USD	4		1.52	1	1	930	1600	N		0	0	1	   	   
US	22	NAS	나스닥	ACGL	NASACGL	아치 캐피털 그룹	ARCH CAPITAL GROUP	2	USD	4		111.42	1	1	930	1600	N		620	0	0	   	   
US	22	NAS	나스닥	ACGLN	NASACGLN	아치 캐피털 그룹 우선주 G	ARCH CAPITAL GROUP DEP SHS EACH REP 1/1000TH NCUM PFD SER G	2	USD	4		20.55	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	ACGLO	NASACGLO	아치 캐피털 그룹 우선주 F(5.450%)	ARCH CAPITAL GROUP 5.45% NON CUM DEP REP 1/1000 PFD SER F	2	USD	4		23.885	1	1	930	1600	N		620	0	0	   	   
US	22	NAS	나스닥	ACHC	NASACHC	아카디아 헬스케어	ACADIA HEALTHCARE	2	USD	4		77.44	1	1	930	1600	N		510	0	0	   	   
US	22	NAS	나스닥	ACHL	NASACHL	아킬레스 테라퓨틱스(ADR)	ACHILLES THERAPEUTICS PLC ADS EACH REPR 1 SHARE SPON	2	USD	4		0.94	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	ACHV	NASACHV	어치브 라이프 사이언스	ACHIEVE LIFE SCIENCE INC	2	USD	4		4.56	1	1	930	1600	N		530	0	0	   	   
US	22	NAS	나스닥	ACIC	NASACIC	아메리칸 코스탈 인슈어런스	AMERICAN COASTAL INSURANCE CORP	2	USD	4		11.52	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	ACIU	NASACIU	AC 이뮨	AC IMMUNE SA	2	USD	4		3.69	1	1	930	1600	N		530	0	0	   	   
US	22	NAS	나스닥	ACIW	NASACIW	ACI 월드와이드	ACI WORLDWIDE INC	2	USD	4		49.46	1	1	930	1600	N		720	0	1	   	   
US	22	NAS	나스닥	ACLS	NASACLS	액셀리스 테크놀로지스	AXCELIS TECHNOLOGIES INC	2	USD	4		102.23	1	1	930	1600	N		710	0	1	   	   
US	22	NAS	나스닥	ACLX	NASACLX	아셀렉스	ARCELLX INC	2	USD	4		85.43	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	ACMR	NASACMR	ACM 리서치	ACM RESEARCH INC	2	USD	4		17.475	1	1	930	1600	N		710	0	0	   	   
US	22	NAS	나스닥	ACNB	NASACNB	ACNB	ACNB CORP	2	USD	4		44.01	1	1	930	1600	N		610	0	1	   	   
US	22	NAS	나스닥	ACNT	NASACNT	어센트 인더스트리스	ASCENT INDUSTRIES CO	2	USD	4		8.3	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	ACON	NASACON	애클래리언	ACLARION INC	2	USD	4		0.185	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	ACONW	NASACONW	애클래리언 콜 워런트(2027-04-21)	ACLARION INC C/WTS 21/04/2027 (TO PUR COM)	2	USD	4		0.0299	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	ACRS	NASACRS	애클래리스 테라퓨틱스	ACLARIS THERAPEUTICS INC	2	USD	4		1.21	1	1	930	1600	N		520	0	1	   	   
US	22	NAS	나스닥	ACRV	NASACRV	아크리본 테라퓨틱스	ACRIVON THERAPEUTICS INC	2	USD	4		7.59	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	ACST	NASACST	아카스티 파머	ACASTI PHARMA INC	2	USD	4		2.78	1	1	930	1600	N		520	0	0	   	   
US	22	NAS	나스닥	ACT	NASACT	인액트 홀딩스	ENACT HLDGS INC	2	USD	4		36.99	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	ACTG	NASACTG	아카시아 리서치	ACACIA RESEARCH CORP	2	USD	4		4.68	1	1	930	1600	N		260	0	1	   	   
US	22	NAS	나스닥	ACTU	NASACTU	악추에이트 테라퓨틱스	ACTUATE THERAPEUTICS INC	2	USD	4		8.19	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	ACVA	NASACVA	ACV 옥션스	ACV AUCTIONS INC	2	USD	4		20.67	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	ACWI	NASACWI	ISHARES TRUST MSCI ACWI ETF	ISHARES TRUST MSCI ACWI ETF	3	USD	4		118.23	1	1	930	1600	N		0	0	0	001	   
US	22	NAS	나스닥	ACWX	NASACWX	ISHARES TRUST MSCI ACWI EX US ETF	ISHARES TRUST MSCI ACWI EX US ETF	3	USD	4		56.14	1	1	930	1600	N		0	0	0	001	   
US	22	NAS	나스닥	ACXP	NASACXP	아크룩스 파머슈티컬스	ACURX PHARMACEUTICALS INC	2	USD	4		2.04	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	ADAG	NASADAG	아다진(ADR)	ADAGENE INC SPON ADS EACH REP 1.25 ORD SHS	2	USD	4		2.25	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	ADAP	NASADAP	어댑트이뮨 테라퓨틱스(ADR)	ADAPTIMMUNE THERAPEUTICS PLC SPON ADS EACH REP 6 ORD SHS	2	USD	4		1.01	1	1	930	1600	N		530	0	0	   	   
US	22	NAS	나스닥	ADBE	NASADBE	어도비	ADOBE INC	2	USD	4		526.44	1	1	930	1600	N		720	0	0	   	   
US	22	NAS	나스닥	ADD	NASADD	컬러 스타 테크놀로지	COLOR STAR TECHNOLOGY CO LTD	2	USD	4		1.69	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	ADEA	NASADEA	아디아	ADEIA INC	2	USD	4		12.66	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	ADGM	NASADGM	어다지오 메디컬 홀딩스	ADAGIO MEDICAL HOLDINGS INC	2	USD	4		4.06	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	ADI	NASADI	애널로그 디바이시스	ANALOG DEVICES INC	2	USD	4		233.45	1	1	930	1600	N		710	0	0	   	   
US	22	NAS	나스닥	ADIL	NASADIL	애디얼 파머슈티컬	ADIAL PHARMACEUTICALS INC	2	USD	4		1.05	1	1	930	1600	N		520	0	0	   	   
US	22	NAS	나스닥	ADMA	NASADMA	ADMA 바이오로직스	ADMA BIOLOGICS INC	2	USD	4		19.74	1	1	930	1600	N		530	0	1	   	   
US	22	NAS	나스닥	ADN	NASADN	어드벤트 테크놀로지스 홀딩스	ADVENT TECHNOLOGIES HLDGS INC	2	USD	4		3.38	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	ADNWW	NASADNWW	어드벤트 테크놀로지스 홀딩스 콜 워런트(2026-02-03)	ADVENT TECHNOLOGIES HLDGS INC C/WTS 03/02/2026(TO PUR COM)	2	USD	4		0.0094	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	ADP	NASADP	오토매틱 데이터 프로세싱	AUTOMATIC DATA PROCESSING INC	2	USD	4		277.69	1	1	930	1600	N		720	0	0	   	   
US	22	NAS	나스닥	ADPT	NASADPT	어댑티브 바이오테크놀로지스	ADAPTIVE BIOTECHNOLOGIES CORP	2	USD	4		4.78	1	1	930	1600	N		530	0	0	   	   
US	22	NAS	나스닥	ADSE	NASADSE	애즈 텍 에너지	ADS TEC ENERGY PLC	2	USD	4		10.3	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	ADSEW	NASADSEW	애즈 텍 에너지 콜 워런트(2026-12-22)	ADS TEC ENERGY PLC C/WTS (TO PUR COM)	2	USD	4		2.19	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	ADSK	NASADSK	오토데스크	AUTODESK INC	2	USD	4		269.76	1	1	930	1600	N		720	0	0	   	   
US	22	NAS	나스닥	ADTN	NASADTN	애드트랜	ADTRAN HOLDINGS INC	2	USD	4		5.84	1	1	930	1600	N		740	0	1	   	   
US	22	NAS	나스닥	ADTX	NASADTX	애디텍스트	ADITXT INC	2	USD	4		0.398	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	ADUS	NASADUS	아듀스 홈케어	ADDUS HOMECARE CORP	2	USD	4		133.05	1	1	930	1600	N		510	0	1	   	   
US	22	NAS	나스닥	ADV	NASADV	어드밴티지 솔루션스	ADVANTAGE SOLUTIONS INC	2	USD	4		4	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	ADVM	NASADVM	애드베럼 바이오테크놀로지스	ADVERUM BIOTECHNOLOGIES INC	2	USD	4		7.5	1	1	930	1600	N		530	0	1	   	   
US	22	NAS	나스닥	ADVWW	NASADVWW	어드밴티지 솔루션스 콜 워런트(2025-10-28)	ADVANTAGE SOLUTIONS INC C/WTS 28/10/2025(TO PUR COM)	2	USD	4		0.0301	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	ADXN	NASADXN	애딕스 테라퓨틱스(ADR)	ADDEX THERAPEUTICS LIMITED SPON ADS EACH REP 120 ORD SHS (PS	2	USD	4		9.67	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	AEAE	NASAEAE	알트에너지 애퀴지션	ALTENERGY ACQUISITION CORP	2	USD	4		11.11	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	AEAEU	NASAEAEU	알트에너지 애퀴지션 유닛	ALTENERGY ACQUISITION CORP UNIT 1 CL A & 1/2 WT EXP (29/	2	USD	4		11.09	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	AEHL	NASAEHL	안텔로페 엔터프라이즈 홀딩스	ANTELOPE ENTERPRISE HOLDINGS LTD	2	USD	4		1.02	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	AEHR	NASAEHR	에흐르 테스트 시스템스	AEHR TEST SYSTEMS	2	USD	4		12.98	1	1	930	1600	N		710	0	0	   	   
US	22	NAS	나스닥	AEI	NASAEI	알셋	ALSET INC	2	USD	4		1.2145	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	AEIS	NASAEIS	어드밴스드 에너지 인더스트리스	ADVANCED ENERGY INDUSTRIES	2	USD	4		101.76	1	1	930	1600	N		710	0	1	   	   
US	22	NAS	나스닥	AEMD	NASAEMD	애슬론 메디컬	AETHLON MEDICAL INC	2	USD	4		0.39	1	1	930	1600	N		510	0	1	   	   
US	22	NAS	나스닥	AENT	NASAENT	얼라이언스 엔터테인먼트 홀딩	ALLIANCE ENTERTAINMENT HOLDING CORP	2	USD	4		2.04	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	AEP	NASAEP	아메리칸 일렉트릭 파워	AMERICAN ELECTRIC POWER CO INC	2	USD	4		101.74	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	AERT	NASAERT	에어리스 테크놀로지	AERIES TECHNOLOGY INC	2	USD	4		2.35	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	AEYE	NASAEYE	오디오아이	AUDIOEYE INC	2	USD	4		23.43	1	1	930	1600	N		720	0	0	   	   
US	22	NAS	나스닥	AFAR	NASAFAR	오라 팻 프로젝츠 애퀴지션	AURA FAT PROJECTS ACQUISITION CORP	2	USD	4		11.68	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	AFARU	NASAFARU	오라 팻 프로젝츠 애퀴지션 유닛	AURA FAT PROJECTS ACQUISITION CORP UNIT 1 COM CL A & 1 R	2	USD	4		12.737	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	AFBI	NASAFBI	어피니티 뱅크셰어스	AFFINITY BANCSHARE	2	USD	4		21.53	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	AFCG	NASAFCG	AFC 감마	AFC GAMMA INC	2	USD	4		10.75	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	AFJK	NASAFJK	아이메이 헬스 테크놀로지	AIMEI HEALTH TECHNOLOGY CO LTD	2	USD	4		10.48	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	AFJKU	NASAFJKU	아이메이 헬스 테크놀로지 유닛	AIMEI HEALTH TECHNOLOGY CO LTD UNIT 1 ORD SHS & 1 RT	2	USD	4		10.65	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	AFMD	NASAFMD	아피메드	AFFIMED N V	2	USD	4		3.96	1	1	930	1600	N		530	0	1	   	   
US	22	NAS	나스닥	AFRI	NASAFRI	포라프릭 글로벌	FORAFRIC GLOBAL PLC	2	USD	4		11.49	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	AFRIW	NASAFRIW	포라프릭 글로벌 콜 워런트(2027-06-09)	FORAFRIC GLOBAL PLC C/WTS 09/06/2027 (TO PUR ORD)	2	USD	4		1.4	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	AFRM	NASAFRM	어펌 홀딩스	AFFIRM HLDGS INC	2	USD	4		44.98	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	AFYA	NASAFYA	AFYA	AFYA LIMITED	2	USD	4		16.83	1	1	930	1600	N		360	0	0	   	   
US	22	NAS	나스닥	AGAE	NASAGAE	얼라이드 게이밍 앤드 엔터테인먼트	ALLIED GAMING	2	USD	4		1.42	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	AGBA	NASAGBA	AGBA 그룹 홀딩	AGBA GROUP HOLDING LIMITED	2	USD	4		2.11	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	AGEN	NASAGEN	아제너스	AGENUS INC	2	USD	4		5.99	1	1	930	1600	N		530	0	0	   	   
US	22	NAS	나스닥	AGFY	NASAGFY	애그리파이	AGRIFY CORPORATION	2	USD	4		0.2501	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	AGIO	NASAGIO	애지오스 파머슈티컬스	AGIOS PHARMACEUTICALS INC	2	USD	4		47.38	1	1	930	1600	N		530	0	1	   	   
US	22	NAS	나스닥	AGIX	NASAGIX	KRANESHARES TR ARTIFICIAL INTELLIGENCE & TECHNOLOGY ETF	KRANESHARES TR ARTIFICIAL INTELLIGENCE & TECHNOLOGY ETF	3	USD	4		25.09	1	1	930	1600	N		0	0	0	001	   
US	22	NAS	나스닥	AGMH	NASAGMH	AGM 그룹 홀딩스	AGM GROUP HOLDINGS INC	2	USD	4		1.55	1	1	930	1600	N		640	0	0	   	   
US	22	NAS	나스닥	AGMI	NASAGMI	THEMES ETF TRUST SILVER MINERS ETF	THEMES ETF TRUST SILVER MINERS ETF	3	USD	4		27.9329	1	1	930	1600	N		0	0	0	001	   
US	22	NAS	나스닥	AGNC	NASAGNC	AGNC 인베스트먼트	AGNC INVESTMENT CORP	2	USD	4		10.56	1	1	930	1600	N		630	0	0	   	   
US	22	NAS	나스닥	AGNCL	NASAGNCL	AGNC 인베스트먼트 우선주 G(7.750% 누적 상환)	AGNC INVESTMENT CORP DEP SHS REPSTG 1/1000TH PFD SER G	2	USD	4		24.27	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	AGNCM	NASAGNCM	AGNC 인베스트먼트 우선주 D(6.875% 누적 상환)	AGNC INVESTMENT CORP 6.875% DEP SHS REP 1/1000TH PFD SR D	2	USD	4		25.4	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	AGNCN	NASAGNCN	AGNC 인베스트먼트 우선주 C(7.000% 누적 상환)	AGNC INVESTMENT CORP 7% CUM RED REP 1/1000 INT PFD SHS SER C	2	USD	4		25.98	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	AGNCO	NASAGNCO	AGNC 인베스트먼트 우선주 E(6.500% 누적 상환)	AGNC INVESTMENT CORP 6.50% DEP SHS REP 1/1000 CUM PFD SER E	2	USD	4		25.28	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	AGNCP	NASAGNCP	AGNC 인베스트먼트 우선주 F(6.125% 누적 상환)	AGNC INVESTMENT CORP 6.125% CUM RED PREF STK SERIES F	2	USD	4		24.82	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	AGNG	NASAGNG	GLOBAL X FDS AGING POPULATION ETF	GLOBAL X FDS AGING POPULATION ETF	3	USD	4		33.12	1	1	930	1600	N		0	0	0	001	   
US	22	NAS	나스닥	AGRI	NASAGRI	애그리포스 그로잉 시스템스	AGRIFORCE GROWING SYS LTD	2	USD	4		0.0511	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	AGYS	NASAGYS	어질리시스	AGILYSYS INC	2	USD	4		104.61	1	1	930	1600	N		720	0	1	   	   
US	22	NAS	나스닥	AGZD	NASAGZD	WISDOMTREE TRUST WISDOMTREE INTEREST RATE HEDGED U.S. AGG	WISDOMTREE TRUST WISDOMTREE INTEREST RATE HEDGED U.S. AGG	3	USD	4		22.42	1	1	930	1600	N		0	0	0	001	   
US	22	NAS	나스닥	AHCO	NASAHCO	어댑트헬스	ADAPTHEALTH CORP	2	USD	4		11.3	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	AHG	NASAHG	악소 헬스 그룹(ADR)	AKSO HEALTH GROUP SPON ADS EACH REP 3 ORD SHS	2	USD	4		1.14	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	AIA	NASAIA	ISHARES ASIA 50 ETF	ISHARES TRUST ASIA 50 ETF	3	USD	4		67.99	1	1	930	1600	N		0	0	0	001	   
US	22	NAS	나스닥	AIEV	NASAIEV	선더 파워 홀딩스	THUNDER POWER HOLDINGS INC	2	USD	4		0.56	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	AIFF	NASAIFF	파이어플라이 뉴로사이언스	FIREFLY NEUROSCIENCE INC	2	USD	4		4.4686	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	AIHS	NASAIHS	센미아오 테크놀로지	SENMIAO TECHNOLOGY LIMITED	2	USD	4		1.15	1	1	930	1600	N		640	0	0	   	   
US	22	NAS	나스닥	AILE	NASAILE	아이러닝엔진스	ILEARNINGENGINES INC	2	USD	4		1.38	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	AIMAU	NASAIMAU	에임피니티 인베스트먼트 유닛	AIMFINITY INVESTMENT CORP I UT 1A&1WT CL1 EX & 1/2WT	2	USD	4		11.66	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	AIMBU	NASAIMBU	에임피니티 인베스트먼트 서브유닛	AIMFINITY INVESTMENT CORP I UNIT 1 CL A & 1/2 WT CL 2 (2	2	USD	4		11.54	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	AIMD	NASAIMD	아이노스	AINOS INC	2	USD	4		0.493	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	AIOT	NASAIOT	파워플리트	POWERFLEET INC	2	USD	4		5.12	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	AIP	NASAIP	아터리스	ARTERIS INC	2	USD	4		7.53	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	AIPI	NASAIPI	REX AI EQUITY PREMIUM INCOME ETF	REX AI EQUITY PREMIUM INCOME ETF	3	USD	4		50.19	1	1	930	1600	N		0	0	0	001	   
US	22	NAS	나스닥	AIQ	NASAIQ	GLOBAL X ARTIFICIAL INTELLIGENCE & TECHNOLOGY ETF	GLOBAL X FDS ARTIFICIAL INTELLIGENCE AND TECH ETF	3	USD	4		36.01	1	1	930	1600	N		0	0	0	001	   
US	22	NAS	나스닥	AIRE	NASAIRE	리알파 테크	REALPHA TECH CORP	2	USD	4		1.36	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	AIRG	NASAIRG	에어게인	AIRGAIN INC	2	USD	4		7.16	1	1	930	1600	N		730	0	0	   	   
US	22	NAS	나스닥	AIRJ	NASAIRJ	몬태나 테크놀로지스	MONTANA TECHNOLOGIES CORP	2	USD	4		5.7	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	AIRL	NASAIRL	THEMES ETF TRUST AIRLINES ETF	THEMES ETF TRUST AIRLINES ETF	3	USD	4		25.7363	1	1	930	1600	N		0	0	0	001	   
US	22	NAS	나스닥	AIRR	NASAIRR	FIRST TRUST RBA AMERICAN INDUSTRIAL RENAISSANCE ETF	FIRST TR EXCHANGE TRADED FD VI RBA AMERN INDL RENAISSANCE ET	3	USD	4		75.2	1	1	930	1600	N		0	0	0	001	   
US	22	NAS	나스닥	AIRS	NASAIRS	에어스컬프 테크놀로지스	AIRSCULPT TECHNOLOGIES INC	2	USD	4		4.73	1	1	930	1600	N		0	0	0	   	   
