S	Exchange id	Exchange code	Exchange name	Symbol	realtime symbol	Korea name	English name	"Security type(1:Index,2:Stock,3:ETP(ETF),4:Warrant)"	currency	float position	data type	base price	Bid order size	Ask order size	market start time(HHMM)	market end time(HHMM)	DR 여부(Y/N)	DR 국가코드	업종분류코드	"지수구성종목 존재 여부(0:구성종목없음,1:구성종목있음)"	Tick size Type	"구분코드(001:ETF,002:ETN,003:ETC,004:Others,005:VIX Underlying ETF,006:VIX Underlying ETN)"	Tick size type 상세
US	22	NAS	나스닥	SPWH	NASSPWH	스포츠맨스 웨어하우스 홀딩스	SPORTSMANS WAREHOUSE HLDGS INC	2	USD	4		3.17	1	1	930	1600	N		380	0	1	   	   
US	22	NAS	나스닥	SPYB	NASSPYB	TRADR 2X LONG SPY WEEKLY ETF	TRADR 2X LONG SPY WEEKLY ETF	3	USD	4		25.4261	1	1	930	1600	N		0	0	0	001	   
US	22	NAS	나스닥	SPYM	NASSPYM	TRADR 2X LONG SPY MONTHLY ETF	TRADR 2X LONG SPY MONTHLY ETF	3	USD	4		25.5139	1	1	930	1600	N		0	0	0	001	   
US	22	NAS	나스닥	SQFT	NASSQFT	프레시디오 프라퍼티 트러스트	PRESIDIO PPTY TR INC	2	USD	4		0.7073	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	SQFTP	NASSQFTP	프레시디오 프라퍼티 트러스트 우선주 D(9.375% 누적 상환)	PRESIDIO PPTY TR INC CUM RED PERP PFD SER D 9.375%	2	USD	4		15.4	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	SQLV	NASSQLV	LEGG MASON SMALL-CAP QUALITY VALUE ETF	LEGG MASON ETF INVESTMENT TRUST LEGG MASON SMALL CAP QUALITY	3	USD	4		42.4527	1	1	930	1600	N		0	0	0	001	   
US	22	NAS	나스닥	SQQQ	NASSQQQ	PROETF ULTRAPRO SHORT QQQ	PROSHARES TRUST ULTRAPRO SHORT QQQ NEW 2022(REV SPLT)	3	USD	4		7.76	1	1	930	1600	N		0	0	0	001	   
US	22	NAS	나스닥	SRAD	NASSRAD	스포츠레이더 그룹	SPORTRADAR GROUP AG	2	USD	4		12.275	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	SRBK	NASSRBK	SR 뱅코프	SR BANCORP INC	2	USD	4		10.85	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	SRCE	NASSRCE	퍼스트 소스	FIRST SOURCE CORP	2	USD	4		61.02	1	1	930	1600	N		610	0	1	   	   
US	22	NAS	나스닥	SRCL	NASSRCL	스테리사이클	STERICYCLE INC	2	USD	4		61.7	1	1	930	1600	N		260	0	0	   	   
US	22	NAS	나스닥	SRDX	NASSRDX	서모딕스	SURMODICS INC	2	USD	4		39.4	1	1	930	1600	N		510	0	1	   	   
US	22	NAS	나스닥	SRET	NASSRET	GLOBAL X SUPERDIVIDEND REIT ETF	GLOBAL X FDS SUPERDIVIDEND REIT ETF (POST REV SPLIT)	3	USD	4		22.7	1	1	930	1600	N		0	0	0	001	   
US	22	NAS	나스닥	SRM	NASSRM	SRM 엔터테인먼트	SRM ENTERTAINMENT INC	2	USD	4		0.7196	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	SRPT	NASSRPT	사렙타 테라퓨틱스	SAREPTA THERAPEUTICS INC	2	USD	4		127.1	1	1	930	1600	N		530	0	0	   	   
US	22	NAS	나스닥	SRRK	NASSRRK	스칼러 록 홀딩	SCHOLAR ROCK HOLDING CORPORATION	2	USD	4		8.51	1	1	930	1600	N		530	0	0	   	   
US	22	NAS	나스닥	SRTS	NASSRTS	센서스 헬스케어	SENSUS HEALTHCARE INC	2	USD	4		5.91	1	1	930	1600	N		510	0	0	   	   
US	22	NAS	나스닥	SRZN	NASSRZN	서로젠	SURROZEN INC	2	USD	4		8.15	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	SSBI	NASSSBI	서밋 스테이트 뱅크	SUMMIT STATE BANK SANTA ROSA CALIF	2	USD	4		8.27	1	1	930	1600	N		610	0	1	   	   
US	22	NAS	나스닥	SSBK	NASSSBK	서던 STS 뱅크셰어스	SOUTHERN STS BANCSHARES INC	2	USD	4		30.8	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	SSIC	NASSSIC	실버 스파이크 인베스트먼트	SILVER SPIKE INVT CORP	2	USD	4		11.6	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	SSKN	NASSSKN	스트라타 스킨 사이언시스	STRATA SKIN SCIENCES INC	2	USD	4		2.96	1	1	930	1600	N		510	0	0	   	   
US	22	NAS	나스닥	SSNC	NASSSNC	SS&C 테크놀로지스 홀딩스	SS&C TECHNOLOGIES HOLDINGS INC	2	USD	4		76.46	1	1	930	1600	N		720	0	0	   	   
US	22	NAS	나스닥	SSP	NASSSP	EW 스크립스	SCRIPPS (EW) COMPANY	2	USD	4		2.01	1	1	930	1600	N		370	0	1	   	   
US	22	NAS	나스닥	SSRM	NASSSRM	SSR 마이닝	SSR MINING INC	2	USD	4		5.83	1	1	930	1600	N		130	0	0	   	   
US	22	NAS	나스닥	SSSS	NASSSSS	수로 캐피털	SURO CAPITAL CORP	2	USD	4		3.83	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	SSSSL	NASSSSSL	수로 캐피털 일반채권(2026-12-30 6.000%)	SURO CAPITAL CORP 6.00% NOTES DUE 30/12/2026	2	USD	4		24.48	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	SSTI	NASSSTI	사운드싱킹	SOUNDTHINKING INC	2	USD	4		13.22	1	1	930	1600	N		720	0	0	   	   
US	22	NAS	나스닥	SSYS	NASSSYS	스트라타시스	STRATASYS LTD	2	USD	4		7.48	1	1	930	1600	N		730	0	0	   	   
US	22	NAS	나스닥	STAA	NASSTAA	STAAR 서지컬	STAAR SURGICAL CO	2	USD	4		31.6	1	1	930	1600	N		510	0	1	   	   
US	22	NAS	나스닥	STAF	NASSTAF	스태핑 360 솔루션스	STAFFING 360 SOLUTIONS INC	2	USD	4		1.67	1	1	930	1600	N		260	0	0	   	   
US	22	NAS	나스닥	STBA	NASSTBA	S&T 뱅코프	S & T BANCORP INC	2	USD	4		44.24	1	1	930	1600	N		610	0	1	   	   
US	22	NAS	나스닥	STBX	NASSTBX	스타박스 그룹 홀딩스	STARBOX GROUP HOLDINGS LTD	2	USD	4		0.146	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	STCN	NASSTCN	스틸 커넥트	STEEL CONNECT INC	2	USD	4		10.93	1	1	930	1600	N		720	0	0	   	   
US	22	NAS	나스닥	STEC	NASSTEC	산테크 홀딩스(ADR)	SANTECH HOLDINGS LIMITED SPON ADS EACH REP 0.5 ORD SHS	2	USD	4		0.4277	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	STEP	NASSTEP	스텝스톤 그룹	STEPSTONE GROUP INC	2	USD	4		56.07	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	STER	NASSTER	스털링 체크	STERLING CHECK CORP	2	USD	4		16.93	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	STGW	NASSTGW	스태그웰	STAGWELL INC	2	USD	4		7.32	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	STHO	NASSTHO	스타 홀딩스	STAR HOLDINGS	2	USD	4		14.39	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	STI	NASSTI	솔리디언 테크놀로지	SOLIDION TECHNOLOGY INC	2	USD	4		0.3538	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	STIM	NASSTIM	뉴로네틱스	NEURONETICS INC	2	USD	4		0.9474	1	1	930	1600	N		510	0	0	   	   
US	22	NAS	나스닥	STKH	NASSTKH	스테이크홀더 푸즈(ADR)	STEAKHOLDER FOODS LTD SPON ADS EACH REP 100 ORD SHS(POST SPL	2	USD	4		2.54	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	STKL	NASSTKL	선옵타	SUNOPTA INC	2	USD	4		6.75	1	1	930	1600	N		410	0	1	   	   
US	22	NAS	나스닥	STKS	NASSTKS	원 그룹 호스피털리티	THE ONE GROUP HOSPITALITY INC	2	USD	4		3.71	1	1	930	1600	N		350	0	1	   	   
US	22	NAS	나스닥	STLD	NASSTLD	스틸 다이내믹스	STEEL DYNAMICS INC	2	USD	4		120.09	1	1	930	1600	N		130	0	0	   	   
US	22	NAS	나스닥	STNE	NASSTNE	스톤코	STONECO LTD	2	USD	4		12.35	1	1	930	1600	N		720	0	0	   	   
US	22	NAS	나스닥	STOK	NASSTOK	스토케 테라퓨틱스	STOKE THERAPEUTICS INC	2	USD	4		15.14	1	1	930	1600	N		530	0	0	   	   
US	22	NAS	나스닥	STRA	NASSTRA	스트래티직 에듀케이션	STRATEGIC EDUCATION INC	2	USD	4		94.8	1	1	930	1600	N		360	0	1	   	   
US	22	NAS	나스닥	STRL	NASSTRL	스털링 인프라스트럭처	STERLING INFRASTRUCTURE INC	2	USD	4		147.62	1	1	930	1600	N		220	0	1	   	   
US	22	NAS	나스닥	STRM	NASSTRM	스트림라인 헬스 솔루션스	STREAMLINE HEALTH SOLUTIONS	2	USD	4		0.1977	1	1	930	1600	N		510	0	0	   	   
US	22	NAS	나스닥	STRO	NASSTRO	수트로 바이오파머	SUTRO BIOPHARMA INC	2	USD	4		3.92	1	1	930	1600	N		530	0	0	   	   
US	22	NAS	나스닥	STRR	NASSTRR	스타 에퀴티 홀딩스	STAR EQUITY HOLDINGS INC	2	USD	4		4.24	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	STRRP	NASSTRRP	스타 에퀴티 홀딩스 우선주 A(10.000% 누적 상환)	STAR EQUITY HOLDINGS INC CUM PERPETUAL PFD SER A	2	USD	4		9.45	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	STRS	NASSTRS	스트라투스 프라퍼티스	STRATUS PROPERTIES INC	2	USD	4		27.3	1	1	930	1600	N		630	0	1	   	   
US	22	NAS	나스닥	STRT	NASSTRT	스트라텍 시큐리티	STRATTEC SECURITY CORP	2	USD	4		38.63	1	1	930	1600	N		320	0	1	   	   
US	22	NAS	나스닥	STSS	NASSTSS	샤프스 테크놀로지	SHARPS TECHNOLOGY INC	2	USD	4		0.2355	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	STSSW	NASSTSSW	샤프스 테크놀로지 콜 워런트(2027-04-13)	SHARPS TECHNOLOGY INC C/WTS (TO PUR COM)	2	USD	4		0.0818	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	STTK	NASSTTK	섀턱 랩	SHATTUCK LABS INC	2	USD	4		3.7	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	STX	NASSTX	시게이트 테크놀로지 홀딩스	SEAGATE TECHNOLOGY HOLDINGS PLC	2	USD	4		104.12	1	1	930	1600	N		730	0	0	   	   
US	22	NAS	나스닥	SUGP	NASSUGP	SU 그룹 홀딩스	SU GROUP HLDGS LTD	2	USD	4		1.24	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	SUNS	NASSUNS	선라이즈 리얼티 트러스트	SUNRISE REALTY TRUST INC	2	USD	4		14.32	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	SUPN	NASSUPN	슈퍼누스 파머슈티컬스	SUPERNUS PHARMACEUTICALS INC	2	USD	4		32.13	1	1	930	1600	N		520	0	1	   	   
US	22	NAS	나스닥	SURG	NASSURG	서지페이스	SURGEPAYS INC	2	USD	4		1.72	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	SUSB	NASSUSB	ISHARES ESG 1-5Y USD CORPORATE BOND ETF	ISHARES TRUST ESG AWARE 1 TO 5 YEAR USD CORPORATE BOND	3	USD	4		25.16	1	1	930	1600	N		0	0	0	001	   
US	22	NAS	나스닥	SUSC	NASSUSC	ISHARES ESG USD CORPORATE BOND ETF	ISHARES TRUST ESG AWARE USD CORPORATE BOND ETF	3	USD	4		23.84	1	1	930	1600	N		0	0	0	001	   
US	22	NAS	나스닥	SUSL	NASSUSL	ISHARES TRUST ESG MSCI USA LEADERS ETF	ISHARES TRUST ESG MSCI USA LEADERS ETF	3	USD	4		101.11	1	1	930	1600	N		0	0	0	001	   
US	22	NAS	나스닥	SUUN	NASSUUN	솔라뱅크	SOLARBANK CORPORATION	2	USD	4		3.51	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	SVA	NASSVA	시노백 바이오테크	SINOVAC BIOTECH LTD	2	USD	4		6.47	1	1	930	1600	N		530	0	1	   	   
US	22	NAS	나스닥	SVC	NASSVC	서비스 프라퍼티스 트러스트	SERVICE PROPERTIES TRUST	2	USD	4		4.96	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	SVCO	NASSVCO	실바코 그룹	SILVACO GROUP INC	2	USD	4		15.63	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	SVII	NASSVII	스프링 밸리 애퀴지션 2	SPRING VALLEY ACQUISITION CORP II	2	USD	4		11.23	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	SVIIU	NASSVIIU	스프링 밸리 애퀴지션 2 유닛	SPRING VALLEY ACQUISITION CORP II UNIT 1 CL A SH & 1 RT	2	USD	4		11.28	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	SVMH	NASSVMH	스리바루 홀딩	SRIVARU HOLDING LIMITED	2	USD	4		0.124	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	SVRA	NASSVRA	사바라	SAVARA INC	2	USD	4		4.64	1	1	930	1600	N		530	0	0	   	   
US	22	NAS	나스닥	SVRE	NASSVRE	세이버원 2014(ADR)	SAVERONE 2014 LTD SPON ADS EACH REP 5 ORD SHS	2	USD	4		0.1638	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	SWAG	NASSWAG	스트란 & CO	STRAN & CO INC	2	USD	4		1.19	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	SWBI	NASSWBI	스미스 앤드 웨슨 브랜드	SMITH AND WESSON BRANDS INC	2	USD	4		13.52	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	SWIM	NASSWIM	라탐 그룹	LATHAM GROUP INC	2	USD	4		6.36	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	SWIN	NASSWIN	솔로윈 홀딩스	SOLOWIN HOLDINGS LIMITED	2	USD	4		2.63	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	SWKH	NASSWKH	SWK 홀딩스	SWK HOLDINGS CORPORATION	2	USD	4		17.18	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	SWKHL	NASSWKHL	SWK 홀딩스 일반채권(2027-01-31 9.000%)	SWK HOLDINGS CORPORATION 9% NTS 31/01/27 USD25	2	USD	4		25.36	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	SWKS	NASSWKS	스카이웍스 솔루션스	SKYWORKS SOLUTIONS INC	2	USD	4		99.46	1	1	930	1600	N		710	0	0	   	   
US	22	NAS	나스닥	SWTX	NASSWTX	스프링웍스 테라퓨틱스	SPRINGWORKS THERAPEUTICS INC	2	USD	4		35.35	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	SWVL	NASSWVL	스위블 홀딩스	SWVL HOLDINGS CORP	2	USD	4		3.1	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	SWVLW	NASSWVLW	스위블 홀딩스 콜 워런트(2027-03-31)	SWVL HOLDINGS CORP C/WTS (TO PUR COM)	2	USD	4		0.0145	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	SXTC	NASSXTC	차이나 SXT 파머슈티컬스	CHINA SXT PHARMACEUTICALS INC	2	USD	4		0.651	1	1	930	1600	N		420	0	0	   	   
US	22	NAS	나스닥	SXTP	NASSXTP	60 디그리스 파머슈티컬스	60 DEGREES PHARMACEUTICALS INC	2	USD	4		1.352	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	SY	NASSY	소 영 인터내셔널(ADR)	SO YOUNG INTERNATIONAL INC SPON ADS EACH REP 0.7692 ORD SHS	2	USD	4		0.736	1	1	930	1600	N		370	0	0	   	   
US	22	NAS	나스닥	SYBT	NASSYBT	스탁 야즈 뱅코프	STOCK YARDS BANCORP INC	2	USD	4		64.71	1	1	930	1600	N		610	0	1	   	   
US	22	NAS	나스닥	SYBX	NASSYBX	신로직	SYNLOGIC INC	2	USD	4		1.46	1	1	930	1600	N		530	0	1	   	   
US	22	NAS	나스닥	SYM	NASSYM	심보틱	SYMBOTIC INC	2	USD	4		25	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	SYNA	NASSYNA	시냅틱스	SYNAPTICS INC	2	USD	4		76.89	1	1	930	1600	N		710	0	1	   	   
US	22	NAS	나스닥	SYPR	NASSYPR	사이프리스 솔루션스	SYPRIS SOLUTIONS INC	2	USD	4		1.6	1	1	930	1600	N		320	0	0	   	   
US	22	NAS	나스닥	SYRA	NASSYRA	시라 헬스	SYRA HEALTH CORP	2	USD	4		0.478	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	SYRE	NASSYRE	스파이어 테라퓨틱스	SPYRE THERAPEUTICS INC	2	USD	4		30.4	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	SYRS	NASSYRS	시로스 파머슈티컬스	SYROS PHARMACEUTICALS INC	2	USD	4		1.98	1	1	930	1600	N		530	0	0	   	   
US	22	NAS	나스닥	SYT	NASSYT	실라 테크놀로지스(ADR)	SYLA TECHNOLOGIES CO LTD ADS EACH REP 0.01 COM SHS	2	USD	4		1.79	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	SYTA	NASSYTA	시야타 모바일	SIYATA MOBILE INC	2	USD	4		1.08	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	SYTAW	NASSYTAW	시야타 모바일 콜 워런트(2025-09-24)	SIYATA MOBILE INC C/WTS 24/09/2025(TO PUR COM)	2	USD	4		0.065	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	TACT	NASTACT	트랜스액트 테크놀로지스	TRANSACT TECHNOLOGIES INC	2	USD	4		4.42	1	1	930	1600	N		730	0	1	   	   
US	22	NAS	나스닥	TAIT	NASTAIT	테이트론 컴포넌츠	TAITRON COMPONENTS INC	2	USD	4		2.87	1	1	930	1600	N		730	0	0	   	   
US	22	NAS	나스닥	TALK	NASTALK	토크스페이스	TALKSPACE INC	2	USD	4		2.1	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	TANH	NASTANH	탄테크 홀딩스	TANTECH HOLDINGS LTD	2	USD	4		0.1627	1	1	930	1600	N		110	0	1	   	   
US	22	NAS	나스닥	TAOP	NASTAOP	타오핑	TAOPING INC	2	USD	4		0.5694	1	1	930	1600	N		720	0	0	   	   
US	22	NAS	나스닥	TARA	NASTARA	아타라 테라퓨틱스	PROTARA THERAPEUTICS INC	2	USD	4		1.97	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	TARK	NASTARK	INVESTMENT MANAGERS SERIES TRUST II TRADR 2X LONG INNOVATION	INVESTMENT MANAGERS SERIES TRUST II TRADR 2X LONG INNOVATION	3	USD	4		65.11	1	1	930	1600	N		0	0	0	001	   
US	22	NAS	나스닥	TARS	NASTARS	타서스 파머슈티컬스	TARSUS PHARMACEUTICALS INC	2	USD	4		34.6	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	TASK	NASTASK	테스크어스	TASKUS INC	2	USD	4		12.49	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	TATT	NASTATT	TAT 테크놀로지스	TAT TECHNOLOGIES	2	USD	4		17.69	1	1	930	1600	N		210	0	1	   	   
US	22	NAS	나스닥	TAXE	NASTAXE	INTERMEDIATE MUNICIPAL INCOME ETF	INTERMEDIATE MUNICIPAL INCOME ETF	3	USD	4		51.005	1	1	930	1600	N		0	0	0	001	   
US	22	NAS	나스닥	TAYD	NASTAYD	테일러 디바이시스	TAYLOR DEVICES	2	USD	4		63.7	1	1	930	1600	N		230	0	1	   	   
US	22	NAS	나스닥	TBBK	NASTBBK	뱅코프	BANCORP INC DEL	2	USD	4		54.21	1	1	930	1600	N		610	0	1	   	   
US	22	NAS	나스닥	TBIL	NASTBIL	RBB FUND INC US TREAS 3 MONTH BILL ETF	RBB FUND INC US TREAS 3 MONTH BILL ETF	3	USD	4		49.96	1	1	930	1600	N		0	0	0	001	   
US	22	NAS	나스닥	TBIO	NASTBIO	텔레시스 바이오	TELESIS BIO INC	2	USD	4		2.93	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	TBLA	NASTBLA	타불라	TABOOLA COM LTD	2	USD	4		3.26	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	TBLD	NASTBLD	THORNBURG INCOME BUILDER OPPORTUNITIES TRUST	THORNBURG INCOME BLDR OPPORT TR	3	USD	4		17.71	1	1	930	1600	N		0	0	0	004	   
US	22	NAS	나스닥	TBMC	NASTBMC	트레일블레이저 머저	TRAILBLAZER MERGER CORP I	2	USD	4		10.95	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	TBNK	NASTBNK	테리토리얼 뱅코프	TERRITORIAL BANCOR	2	USD	4		10.47	1	1	930	1600	N		640	0	1	   	   
US	22	NAS	나스닥	TBPH	NASTBPH	테라반스 바이오파머	THERAVANCE BIOPHARMA INC	2	USD	4		8.21	1	1	930	1600	N		520	0	1	   	   
US	22	NAS	나스닥	TBRG	NASTBRG	트루브리지	TRUBRIDGE INC	2	USD	4		12.28	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	TC	NASTC	퇀처(ADR)	TUANCHE LIMITED SPON ADS EACH REP 240 ORD CL A(POST SPT)	2	USD	4		1.675	1	1	930	1600	N		370	0	0	   	   
US	22	NAS	나스닥	TCBI	NASTCBI	텍사스 캐피털 뱅크셰어스	TEXAS CAPITAL BANCSHARES INC	2	USD	4		73.9	1	1	930	1600	N		610	0	1	   	   
US	22	NAS	나스닥	TCBIO	NASTCBIO	텍사스 캐피털 뱅크셰어스 우선주(5.750% 상환)	TEXAS CAPITAL BANCSHARES INC DEP SHS REP 1/40TH FXD RT NCUM	2	USD	4		22.65	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	TCBK	NASTCBK	트라이코 뱅크셰어스	TRICO BANCSHARES	2	USD	4		45.07	1	1	930	1600	N		610	0	1	   	   
US	22	NAS	나스닥	TCBP	NASTCBP	TC 바이오팜 홀딩스(ADR)	TC BIOPHARM (HOLDINGS) PLC SPON ADS EACH REP 200 SHS (POST S	2	USD	4		6.23	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	TCBS	NASTCBS	텍사스 커뮤니티 뱅크셰어스	TEXAS CMNTY BANCSHARES INC	2	USD	4		14.9	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	TCBX	NASTCBX	서드 코스트 뱅크셰어스	THIRD COAST BANCSHARES INC	2	USD	4		27.99	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	TCHI	NASTCHI	ISHARES TRUST MSCI CHINA MULTISECTOR TECH ETF	ISHARES TRUST MSCI CHINA MULTISECTOR TECH ETF	3	USD	4		15.25	1	1	930	1600	N		0	0	0	001	   
US	22	NAS	나스닥	TCJH	NASTCJH	탑 킹윈	TOP KINGWIN LTD	2	USD	4		0.3247	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	TCMD	NASTCMD	택타일 시스템스 테크놀로지	TACTILE SYSTEMS TECHNOLOGY INC	2	USD	4		14.24	1	1	930	1600	N		510	0	0	   	   
US	22	NAS	나스닥	TCOM	NASTCOM	트립닷컴 그룹(ADR)	TRIP COM GROUP LTD SPON ADS EACH REP 1 ORD SHS	2	USD	4		47.44	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	TCPC	NASTCPC	블랙록 TCP 캐피털	BLACKROCK TCP CAPITAL CORP	2	USD	4		8.46	1	1	930	1600	N		640	0	0	   	   
US	22	NAS	나스닥	TCRT	NASTCRT	알라우누스 테라퓨틱스	ALAUNOS THERAPEUTICS INC	2	USD	4		2.82	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	TCRX	NASTCRX	티스캔 테라퓨틱스	TSCAN THERAPEUTICS INC	2	USD	4		5.64	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	TCTM	NASTCTM	TCTM 키즈 IT 에듀케이션(ADR)	TCTM KIDS IT EDUCATION INC SPON ADS EA REP 5 ORD SHS(POST RE	2	USD	4		0.8717	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	TCX	NASTCX	투카우스	TUCOWS INC	2	USD	4		22.12	1	1	930	1600	N		720	0	1	   	   
US	22	NAS	나스닥	TDI	NASTDI	TOUCHSTONE ETF TRUST DYNAMIC INTERNATIONAL ETF	TOUCHSTONE ETF TRUST DYNAMIC INTERNATIONAL ETF	3	USD	4		30.29	1	1	930	1600	N		0	0	0	001	   
US	22	NAS	나스닥	TDIV	NASTDIV	FIRST TR EXCHANGE TRADED FD VI NASDAQ TECH DIVID INDEX FD	FIRST TR EXCHANGE TRADED FD VI NASDAQ TECH DIVID INDEX FD	3	USD	4		79.5	1	1	930	1600	N		0	0	0	001	   
US	22	NAS	나스닥	TDSB	NASTDSB	EXCHANGE LISTED FUNDS TRUST CABANA TARGET BETA ETF	EXCHANGE LISTED FUNDS TRUST CABANA TARGET BETA ETF	3	USD	4		22.87	1	1	930	1600	N		0	0	0	001	   
US	22	NAS	나스닥	TDSC	NASTDSC	EXCHANGE LISTED FUNDS TRUST CABANA TARGET DRAWDOWN 10 ETF	EXCHANGE LISTED FUNDS TRUST CABANA TARGET DRAWDOWN 10 ETF	3	USD	4		25.31	1	1	930	1600	N		0	0	0	001	   
US	22	NAS	나스닥	TDTH	NASTDTH	트라이던트 디지털 테크 홀딩스(ADR)	TRIDENT DIGITAL TECH HOLDINGS LTD SPON ADS EACH REP 8 ORD CL	2	USD	4		2.94	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	TDUP	NASTDUP	스레드업	THREDUP INC	2	USD	4		0.9408	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	TEAM	NASTEAM	아틀라시언	ATLASSIAN CORP	2	USD	4		163.1	1	1	930	1600	N		720	0	0	   	   
US	22	NAS	나스닥	TECH	NASTECH	바이오 테크네	BIO-TECHNE CORP	2	USD	4		80.36	1	1	930	1600	N		530	0	0	   	   
US	22	NAS	나스닥	TECTP	NASTECTP	테크토닉 파이낸셜 우선주 B(9.000%)	TECTONIC FINANCIAL INC 9.00% FXD/FLTG NON CUM PERP PFD SER B	2	USD	4		10.32	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	TECX	NASTECX	텍토닉 테라퓨틱	TECTONIC THERAPEUTIC INC	2	USD	4		19.8	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	TEKX	NASTEKX	SPDR GALAXY TRANSFORMATIVE TECH ACCELERATORS ETF	SPDR GALAXY TRANSFORMATIVE TECH ACCELERATORS ETF	3	USD	4		27.6281	1	1	930	1600	N		0	0	0	001	   
US	22	NAS	나스닥	TELA	NASTELA	텔라 바이오	TELA BIO INC	2	USD	4		2.68	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	TELO	NASTELO	텔러미어 파머슈티컬스	TELOMIR PHARMACEUTICALS INC	2	USD	4		6.7	1	1	930	1600	N		0	0	0	   	   
